host_response_time,host_response_rate,host_acceptance_rate,neighbourhood_cleansed,room_type,accommodates,beds,price,review_scores_rating,bathrooms_number,number_of_days_booked
within an hour,96.43234029939234,87.44211994421188,Mission,Entire home/apt,2,1,120,4.7,1,2
within an hour,96.43234029939234,87.44211994421188,Mission,Entire home/apt,7,4,317,4.64,2,128
within an hour,100,100,Twin Peaks,Private room,4,3,132,4.87,1,13
within an hour,96.43234029939234,87.44211994421188,Castro/Upper Market,Entire home/apt,2,1,160,4.81,1,365
within an hour,100,96,Bernal Heights,Entire home/apt,2,1,110,4.86,1,310
within an hour,100,100,South of Market,Entire home/apt,4,2,199,4.85,2,59
within an hour,100,99,Mission,Entire home/apt,2,1,175,4.97,1,220
within an hour,100,99,Castro/Upper Market,Entire home/apt,2,1,152,4.87,1,365
within an hour,100,100,Twin Peaks,Private room,2,1,118,4.92,1,186
within an hour,96.43234029939234,80,Noe Valley,Entire home/apt,2,1,304,4.85,1,0
within an hour,96.43234029939234,87.44211994421188,Castro/Upper Market,Private room,1,1,89,5,1,365
within an hour,96.43234029939234,87.44211994421188,Marina,Entire home/apt,2,1,525,4.82,1,365
within a few hours,100,88,Russian Hill,Entire home/apt,1,1,184,4.85,1,19
within an hour,100,100,Castro/Upper Market,Entire home/apt,2,2,200,4.91,1,217
within a day,100,100,Noe Valley,Entire home/apt,6,3,610,4.98,2,283
within an hour,100,100,Castro/Upper Market,Private room,1,1,110,4.87,2,22
within a day,75,100,Noe Valley,Private room,2,1,290,4.86,1,210
within an hour,98,81,Downtown/Civic Center,Entire home/apt,2,1,110,4.72,1,58
within a day,100,89,Mission,Entire home/apt,6,3,800,4.92,3,14
within an hour,96.43234029939234,0,Castro/Upper Market,Entire home/apt,3,2,300,4.95,1,365
within an hour,96.43234029939234,87.44211994421188,Bernal Heights,Entire home/apt,5,4,228,4.75,1,365
within an hour,96.43234029939234,83,Western Addition,Entire home/apt,5,3,520,4.96,2,245
within an hour,100,100,Richmond,Entire home/apt,6,3,136,4.41,1,149
within an hour,96.43234029939234,100,Western Addition,Entire home/apt,4,3,259,4.94,1,365
within an hour,96.43234029939234,100,Western Addition,Entire home/apt,2,2,200,4.79,1,278
within an hour,100,96,Excelsior,Entire home/apt,2,1,112,4.91,1,279
within an hour,100,100,Western Addition,Private room,3,2,140,4.93,1,88
within an hour,96.43234029939234,87.44211994421188,Downtown/Civic Center,Private room,4,2,193,4.85,1,365
within a few hours,100,100,Haight Ashbury,Entire home/apt,4,2,265,4.98,1,115
within an hour,90,97,Bernal Heights,Entire home/apt,4,2,198,4.85,1,174
within an hour,96.43234029939234,87.44211994421188,Downtown/Civic Center,Private room,4,2,196,4.77,1,365
within an hour,100,100,Nob Hill,Entire home/apt,2,2,110,4.77,1,211
within an hour,100,100,Western Addition,Entire home/apt,4,2,250,4.96,1,30
within an hour,96.43234029939234,100,Bernal Heights,Entire home/apt,4,2,150,4.63,1,365
within an hour,96.43234029939234,100,Haight Ashbury,Entire home/apt,4,2,300,4.92,2,365
within an hour,100,100,Bayview,Entire home/apt,5,4,369,4.9,3,210
within a few hours,100,88,Marina,Entire home/apt,5,3,450,4.88,1,29
within an hour,100,98,Excelsior,Entire home/apt,4,3,160,4.96,1,190
within an hour,100,100,Castro/Upper Market,Private room,2,1,144,4.98,1,365
within an hour,100,100,Potrero Hill,Entire home/apt,4,2,285,4.64,1,23
within an hour,100,100,Pacific Heights,Entire home/apt,3,1,180,4.8,1,0
within an hour,100,86,South of Market,Entire home/apt,2,1,80,4.83,1,0
within an hour,100,86,Western Addition,Entire home/apt,2,1,70,4.91,1,24
within an hour,96.43234029939234,87.44211994421188,Bernal Heights,Entire home/apt,6,3,465,5,2,134
within an hour,96.43234029939234,87.44211994421188,Mission,Entire home/apt,4,2,450,4.89,1,365
within an hour,96.43234029939234,87.44211994421188,Noe Valley,Entire home/apt,4,2,300,4.9,2,365
within a day,100,83,South of Market,Entire home/apt,2,1,109,5,1,260
within an hour,96.43234029939234,100,Western Addition,Entire home/apt,2,1,235,4.97,1,365
within an hour,100,95,Haight Ashbury,Private room,1,1,82,4.77,1,250
within an hour,100,86,Western Addition,Entire home/apt,2,1,120,4.78,1,101
within an hour,96.43234029939234,87.44211994421188,Downtown/Civic Center,Private room,4,2,189,4.78,1,365
within a few hours,100,80,Western Addition,Private room,2,1,154,4.95,1,5
within an hour,96.43234029939234,87.44211994421188,Downtown/Civic Center,Private room,4,2,193,4.74,1,365
within a few hours,100,94,Mission,Private room,2,1,135,4.93,1,212
within an hour,96.43234029939234,87.44211994421188,Downtown/Civic Center,Private room,4,2,189,4.88,1,365
within an hour,96.43234029939234,87.44211994421188,Downtown/Civic Center,Private room,1,1,129,4.81,1,0
within a day,100,60,South of Market,Entire home/apt,2,2,214,4.93,1,156
within an hour,96.43234029939234,87.44211994421188,Downtown/Civic Center,Private room,4,2,192,4.91,1,365
within an hour,100,100,Excelsior,Private room,2,1,38,4.01,1,278
within an hour,100,100,Excelsior,Private room,2,1,42,4.44,1,287
within an hour,96.43234029939234,0,Haight Ashbury,Entire home/apt,2,1,250,4.94,1,0
within a few hours,100,100,Castro/Upper Market,Entire home/apt,4,2,160,4.91,1,42
within an hour,96.43234029939234,100,Twin Peaks,Entire home/apt,4,3,225,4.89,1,1
within an hour,96.43234029939234,87.44211994421188,Ocean View,Private room,1,1,40,4.38,1,1
within an hour,100,100,Richmond,Entire home/apt,2,3,200,4.91,1,365
within an hour,100,93,Twin Peaks,Entire home/apt,4,3,175,4.766641295546558,2,205
within an hour,100,100,Castro/Upper Market,Entire home/apt,5,3,564,4.93,2,215
within a few hours,100,58,Western Addition,Entire home/apt,2,1,90,4.33,1,1
within an hour,96.43234029939234,87.44211994421188,Downtown/Civic Center,Private room,4,2,199,4.91,1,365
within an hour,100,100,Richmond,Entire home/apt,6,3,190,4.91,1,365
within a few hours,100,60,South of Market,Entire home/apt,4,2,180,4.63,2,0
within a few hours,100,94,Sunset,Entire home/apt,4,2,140,4.82,1,54
within an hour,100,99,Western Addition,Entire home/apt,8,4,613,4.75,3,337
within an hour,100,100,Excelsior,Entire home/apt,6,2,364,4.88,1,181
within an hour,100,100,Western Addition,Entire home/apt,2,1,146,4.91,1,313
within an hour,100,100,Bernal Heights,Entire home/apt,2,1,144,4.94,1,365
within an hour,100,85,Sunset,Private room,2,1,55,5,1,211
within an hour,100,100,Potrero Hill,Entire home/apt,2,1,171,4.8,1,365
within an hour,96.43234029939234,87.44211994421188,Castro/Upper Market,Entire home/apt,2,1,200,4.96,1,61
within a day,100,42,Western Addition,Private room,1,1,71,4.88,1,348
within an hour,96.43234029939234,75,Haight Ashbury,Entire home/apt,2,1,160,4.95,1,0
within an hour,100,100,Western Addition,Private room,2,1,90,4.96,1,351
within an hour,100,63,Castro/Upper Market,Entire home/apt,6,6,370,4.72,2,365
within an hour,100,96,Twin Peaks,Private room,1,1,38,4.74,3,14
within a day,100,67,South of Market,Entire home/apt,2,1,130,4.63,1,96
within an hour,96.43234029939234,100,Noe Valley,Entire home/apt,2,1,145,4.96,1,234
within an hour,100,100,Castro/Upper Market,Private room,2,1,79,4.84,1,365
within an hour,100,91,Richmond,Entire home/apt,2,1,167,4.9,1,220
within an hour,100,98,Nob Hill,Entire home/apt,2,1,90,4.75,1,334
within a day,100,88,Potrero Hill,Entire home/apt,1,1,111,4.89,1,247
within an hour,96.43234029939234,0,Richmond,Entire home/apt,2,2,129,4.83,1,365
within a few hours,100,43,Marina,Entire home/apt,4,2,250,4.86,2,30
within an hour,100,98,Potrero Hill,Entire home/apt,4,2,261,4.97,1,365
within an hour,100,97,South of Market,Entire home/apt,2,1,172,4.95,1,186
within an hour,100,100,Western Addition,Entire home/apt,4,2,145,4.8,2,154
within a few hours,100,61,Western Addition,Entire home/apt,2,1,97,4.25,1,365
within an hour,100,57,Pacific Heights,Entire home/apt,6,4,995,4.92,3,363
within an hour,100,100,Bayview,Entire home/apt,6,2,131,4.78,1,261
within a day,85,10,North Beach,Entire home/apt,6,3,170,4.67,1,16
within an hour,100,96,Mission,Private room,2,1,93,4.79,1,86
within a few hours,100,88,Noe Valley,Entire home/apt,4,3,240,4.96,1,220
within an hour,96.43234029939234,87.44211994421188,Noe Valley,Entire home/apt,7,4,1000,5,3,365
within a day,100,100,Western Addition,Entire home/apt,6,3,650,4.81,2,190
within a few hours,100,94,Western Addition,Entire home/apt,2,1,85,4.71,1,205
within an hour,100,98,Excelsior,Private room,3,2,103,4.84,1,3
within an hour,100,100,Mission,Private room,4,2,97,4.68,1,300
within a few hours,100,78,Sunset,Entire home/apt,1,1,95,4.96,1,365
within an hour,100,100,Mission,Entire home/apt,2,1,182,4.98,1,64
within an hour,96.43234029939234,87.44211994421188,Castro/Upper Market,Entire home/apt,5,3,200,4.766641295546558,1,365
within an hour,100,100,Mission,Entire home/apt,6,4,473,4.96,1,360
within a few hours,100,100,Bernal Heights,Entire home/apt,2,1,85,4.43,1,0
within an hour,100,100,South of Market,Entire home/apt,2,1,140,5,1,164
within an hour,100,100,Bernal Heights,Private room,2,1,115,4.83,1,365
a few days or more,0,100,Potrero Hill,Entire home/apt,6,2,600,5,2,134
within an hour,100,100,Richmond,Entire home/apt,6,4,560,5,2,365
within an hour,100,97,Haight Ashbury,Entire home/apt,6,3,561,4.97,1,216
within an hour,100,100,Excelsior,Private room,2,2,109,4.9,1,111
a few days or more,33,50,South of Market,Entire home/apt,5,2,350,4.766641295546558,2,274
within an hour,96.43234029939234,100,Mission,Entire home/apt,6,4,450,4.85,2,365
within an hour,100,100,Richmond,Entire home/apt,5,4,199,4.9,1,330
within an hour,100,97,Mission,Private room,2,1,75,4.92,1,319
within an hour,96.43234029939234,87.44211994421188,Potrero Hill,Entire home/apt,3,1,160,4.78,1,365
within an hour,100,89,Western Addition,Entire home/apt,2,2,130,4.48,1,0
within an hour,100,100,Ocean View,Private room,2,1,75,4.62,1,0
within a day,100,100,Castro/Upper Market,Private room,2,1,105,4.77,1,6
within an hour,100,95,Downtown/Civic Center,Entire home/apt,3,1,144,4.89,1,5
within an hour,100,96,Richmond,Entire home/apt,2,1,139,4.86,1,365
within an hour,100,95,Sunset,Private room,2,1,155,4.82,1,0
within an hour,100,92,Potrero Hill,Entire home/apt,2,1,124,4.87,1,123
within an hour,96.43234029939234,62,Western Addition,Entire home/apt,6,4,450,4.86,2,354
within an hour,100,98,Presidio,Private room,2,1,155,4.9,2,16
within a few hours,100,94,Excelsior,Private room,1,1,38,4.83,2,52
within a few hours,100,100,Twin Peaks,Private room,4,2,137,4.6,1,10
within an hour,100,100,Downtown/Civic Center,Entire home/apt,3,2,73,4.73,1,337
within an hour,96.43234029939234,100,Twin Peaks,Entire home/apt,6,3,483,4.96,2,28
within an hour,100,100,Haight Ashbury,Entire home/apt,3,2,110,4.75,1,200
within an hour,100,97,Pacific Heights,Entire home/apt,5,3,506,4.86,2,365
within a day,100,92,Bernal Heights,Entire home/apt,3,1,150,4.9,1,19
within an hour,100,100,Bernal Heights,Private room,2,2,125,4.92,1,87
within an hour,100,100,Mission,Private room,2,1,72,4.76,2,289
within an hour,100,100,Mission,Private room,2,1,75,4.75,2,286
within an hour,100,100,Mission,Private room,2,1,73,4.72,2,332
within an hour,100,100,Mission,Private room,2,1,74,4.74,2,285
within an hour,100,100,Richmond,Private room,2,2,69,4.83,1,30
within an hour,100,100,Western Addition,Private room,2,1,90,4.95,1,79
within an hour,96.43234029939234,96,Sunset,Entire home/apt,4,3,225,4.9,1,200
a few days or more,0,0,Bayview,Entire home/apt,3,1,130,4.38,1,0
within a day,100,44,North Beach,Entire home/apt,6,2,126,4.73,1,6
within a day,100,44,North Beach,Entire home/apt,2,1,80,4.51,1,26
within an hour,100,99,Presidio,Entire home/apt,8,4,535,4.9,3,183
within an hour,100,100,Downtown/Civic Center,Private room,2,1,219,5,1,361
within a few hours,100,14,Mission,Entire home/apt,4,3,145,4.95,1,216
within an hour,100,83,Marina,Private room,2,1,600,4.97,1,353
within an hour,100,86,Western Addition,Entire home/apt,2,1,120,4.74,1,5
within an hour,100,62,Western Addition,Entire home/apt,4,2,108,4.71,1,276
within an hour,96.43234029939234,100,South of Market,Entire home/apt,2,1,149,4.96,1,88
within a day,50,33,Bernal Heights,Entire home/apt,2,1,250,5,1,365
within an hour,100,100,Presidio,Entire home/apt,2,1,145,4.86,1,69
within an hour,90,99,Western Addition,Private room,3,2,130,4.92,1,74
within a few hours,100,94,Western Addition,Entire home/apt,4,2,185,4.91,1,342
a few days or more,17,0,Nob Hill,Entire home/apt,6,4,385,4.37,2,0
within a few hours,100,88,Western Addition,Entire home/apt,2,1,210,4.97,1,352
within an hour,96.43234029939234,87.44211994421188,Sunset,Private room,2,1,75,4.766641295546558,1,365
within an hour,96.43234029939234,87.44211994421188,Noe Valley,Private room,1,1,65,4.5,1,275
within an hour,96.43234029939234,87.44211994421188,Noe Valley,Entire home/apt,2,2,170,4.67,1,365
within an hour,100,100,Ocean View,Private room,2,1,65,4.71,1,0
within a few hours,100,95,Bernal Heights,Entire home/apt,8,5,336,4.81,2,365
within an hour,100,35,Richmond,Entire home/apt,5,2,319,4.82,2,14
within a day,50,86,South of Market,Entire home/apt,2,1,105,4.68,1,96
within an hour,100,100,Downtown/Civic Center,Private room,2,1,219,4.93,1,361
within an hour,100,89,Western Addition,Entire home/apt,2,2,164,4.9,1,349
within an hour,100,100,Downtown/Civic Center,Private room,2,2,219,4.89,1,363
within a few hours,100,96,Western Addition,Private room,2,1,85,4.8,1,49
within an hour,100,93,Noe Valley,Entire home/apt,2,1,307,4.88,1,365
within an hour,100,94,Marina,Entire home/apt,6,4,599,4.64,3,29
within an hour,100,98,Bernal Heights,Entire home/apt,2,1,189,4.9,1,218
within an hour,96.43234029939234,50,Bayview,Entire home/apt,2,1,110,4.4,1,1
within an hour,96,98,Twin Peaks,Entire home/apt,2,1,65,4.81,1,365
within an hour,96.43234029939234,87.44211994421188,Bernal Heights,Entire home/apt,10,4,495,5,2,365
within an hour,96.43234029939234,100,Marina,Entire home/apt,4,3,300,4.88,1,0
within a few hours,100,96,Western Addition,Entire home/apt,4,2,235,4.44,1,39
within an hour,96.43234029939234,87.44211994421188,Ocean View,Entire home/apt,6,1,185,4.86,1,1
a few days or more,17,0,Nob Hill,Entire home/apt,2,1,157,4.37,1,0
within an hour,100,98,Castro/Upper Market,Private room,1,1,110,4.92,1,288
within a few hours,100,88,South of Market,Entire home/apt,5,2,286,4.9,1,365
within a day,100,86,Mission,Entire home/apt,4,3,390,4.68,1,214
within a few hours,100,94,Pacific Heights,Entire home/apt,2,1,125,4.95,1,0
within a few hours,100,100,Potrero Hill,Entire home/apt,5,3,258,5,2,199
within an hour,96.43234029939234,87.44211994421188,Pacific Heights,Entire home/apt,2,1,160,4,1,365
within a day,100,67,Downtown/Civic Center,Private room,2,2,259,5,1,232
within a day,67,33,Richmond,Entire home/apt,6,3,279,4.88,2,70
within an hour,100,100,Richmond,Entire home/apt,4,3,193,4.92,1,136
within an hour,100,60,Richmond,Entire home/apt,6,5,285,4.83,2,364
within an hour,100,95,Sunset,Private room,2,1,155,4.83,1,0
within an hour,96.43234029939234,87.44211994421188,South of Market,Entire home/apt,1,1,194,4.766641295546558,1.2859279571232707,365
within an hour,96.43234029939234,87.44211994421188,Bayview,Private room,2,1,55,4.766641295546558,1,365
within a few hours,90,30,Pacific Heights,Entire home/apt,4,2,265,4.79,1,243
within a few hours,100,100,Russian Hill,Entire home/apt,6,3,720,4.96,2,85
within a few hours,100,93,Haight Ashbury,Entire home/apt,3,1,195,4.86,1,183
within a few hours,100,100,Haight Ashbury,Entire home/apt,2,1,99,4.66,1,68
within an hour,100,95,Castro/Upper Market,Entire home/apt,6,3,393,4.91,2,59
within an hour,100,100,Sunset,Entire home/apt,4,2,225,4.84,1,55
within a day,100,83,Mission,Entire home/apt,3,2,101,4.63,1,190
within an hour,100,94,Russian Hill,Entire home/apt,2,1,169,4.89,1,365
within an hour,100,99,Richmond,Private room,2,1,105,4.77,1,8
within an hour,96.43234029939234,87.44211994421188,Marina,Entire home/apt,4,2,285,4.76,1,192
within an hour,96.43234029939234,87.44211994421188,Haight Ashbury,Entire home/apt,1,1,180,4.69,1,288
within an hour,96.43234029939234,100,Bernal Heights,Entire home/apt,4,2,175,4.83,1,365
within a day,86,33,Bernal Heights,Private room,1,1,95,5,2,365
within an hour,100,100,Western Addition,Entire home/apt,4,2,200,4.87,1,28
within an hour,96.43234029939234,87.44211994421188,Downtown/Civic Center,Private room,4,2,179,4.89,1,365
within an hour,100,80,Mission,Private room,2,1,189,4.94,1,116
within an hour,96.43234029939234,87.44211994421188,Downtown/Civic Center,Private room,4,1,180,4.88,1,365
within an hour,82,93,Nob Hill,Entire home/apt,2,1,97,4.88,1,186
within an hour,96.43234029939234,87.44211994421188,Downtown/Civic Center,Private room,4,2,180,5,1,365
within an hour,96.43234029939234,87.44211994421188,Castro/Upper Market,Private room,1,1,89,4.9,1,365
within an hour,96.43234029939234,87.44211994421188,Downtown/Civic Center,Private room,4,2,197,4.74,1,365
within an hour,96.43234029939234,87.44211994421188,Downtown/Civic Center,Private room,4,2,180,4.6,1,365
within an hour,96.43234029939234,87.44211994421188,Downtown/Civic Center,Private room,4,2,200,4.92,1,365
within an hour,100,94,Russian Hill,Entire home/apt,4,3,375,4.93,1,278
within an hour,96.43234029939234,87.44211994421188,Bernal Heights,Entire home/apt,1,1,99,5,1,365
within an hour,96.43234029939234,87.44211994421188,Sunset,Entire home/apt,4,3,250,4.5,1,7
within a few hours,100,94,Bernal Heights,Private room,1,1,42,4.96,2,48
within an hour,100,100,Western Addition,Private room,2,1,150,4.9,1,200
within an hour,100,100,Richmond,Entire home/apt,2,1,66,4.51,1,183
within an hour,100,95,Lakeshore,Private room,2,1,67,4.87,1.2859279571232707,365
within an hour,100,69,Bernal Heights,Private room,2,1,70,5,2,365
within a few hours,90,30,Financial District,Entire home/apt,2,1,38,4.6,1,96
within an hour,100,88,Castro/Upper Market,Private room,2,1,145,4.91,1,310
within an hour,100,100,Mission,Entire home/apt,5,3,448,4.97,1,345
within an hour,100,100,Twin Peaks,Entire home/apt,10,4,372,4.76,2,41
within a few hours,100,100,Mission,Private room,2,1,150,4.99,1,287
within an hour,100,100,Bernal Heights,Private room,6,5,248,4.9,1,365
within an hour,96.43234029939234,87.44211994421188,Presidio,Private room,2,1,350,4.86,1,2
within an hour,96.43234029939234,87.44211994421188,Castro/Upper Market,Entire home/apt,5,3,1000,5,2,346
within an hour,96.43234029939234,87.44211994421188,Mission,Entire home/apt,2,1,250,4.98,1,365
within a few hours,100,95,Sunset,Entire home/apt,2,1,150,4.88,1,365
within an hour,100,100,Sunset,Entire home/apt,4,4,200,4.69,2,0
within a day,80,20,Western Addition,Entire home/apt,3,1,140,5,1,2
within a few hours,100,100,Russian Hill,Entire home/apt,4,2,125,4.94,1,258
within a few hours,100,96,Haight Ashbury,Private room,2,1,150,4.97,1,199
within an hour,100,99,Castro/Upper Market,Private room,2,1,146,4.94,1,365
within a few hours,100,91,Haight Ashbury,Entire home/apt,8,4,245,4.9,1,34
within a day,100,50,Richmond,Entire home/apt,4,2,450,4.96,2,28
within an hour,100,75,Richmond,Entire home/apt,2,1,109,4.81,1,318
within an hour,100,33,Marina,Entire home/apt,4,3,375,5,2,27
within a day,100,75,Russian Hill,Entire home/apt,5,3,850,4.91,2,110
within an hour,96.43234029939234,100,South of Market,Entire home/apt,4,2,350,4.96,2,277
